scientific_name,protein_acc,biosample_acc,target_acc,contig_acc,start_on_contig,end_on_contig,strand,element_symbol,element_name,type,scope,subtype,class,subclass,amr_method,pct_ref_coverage,pct_ref_identity,taxgroup_name,strain,serovar,element_length,reference_element_length,align_length,hmm_acc,hmm_description,geo_loc_name,isolation_source,epi_type,host,asm_acc,collection_date,Run,closest_reference_acc,closest_reference_name,rel_asm_cov,contig_coverage,asm_coverage,amrfinderplus_version,amrfinderplus_analysis_type,refgene_db_version,target_data_id,contig_url,protein_url,hierarchy_node
Staphylococcus aureus,HDA0887170.1,SAMN28614894,PDT001535962.1,DALDKR010000013.1,35768,37063,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Nasal cavity,clinical,Homo sapiens,GCA_026977355.1,2020-01-28,SRR19427513,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.918605,79,86,3.11.26,COMBINED,2023-08-08.2,12680229,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1535/962/DALDKR010000013.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/088/717/HDA0887170.1.faa.gz,pbp4
Staphylococcus aureus,HDA0789209.1,SAMN28614709,PDT001535998.1,DALDJG010000023.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Skin and toft tissue infection,clinical,Homo sapiens,GCA_026976595.1,2019-12-08,SRR19427549,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.942857,33,35,3.11.26,COMBINED,2023-08-08.2,12680589,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1535/998/DALDJG010000023.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/078/920/HDA0789209.1.faa.gz,pbp4
Staphylococcus aureus,HDA0773760.1,SAMN28614704,PDT001536003.1,DALDJB010000025.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Nasal cavity,clinical,Homo sapiens,GCA_026976535.1,2019-12-05,SRR19427554,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.954545,42,44,3.11.26,COMBINED,2023-08-08.2,12680639,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/003/DALDJB010000025.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/077/376/HDA0773760.1.faa.gz,pbp4
Staphylococcus aureus,HDA0760080.1,SAMN28615114,PDT001536008.1,DALDIW010000020.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Nasal cavity,clinical,Homo sapiens,GCA_026976395.1,2020-05-12,SRR19427559,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.897436,70,78,3.11.26,COMBINED,2023-08-08.2,12680689,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/008/DALDIW010000020.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/076/008/HDA0760080.1.faa.gz,pbp4
Staphylococcus aureus,HDA0753355.1,SAMN28615112,PDT001536010.1,DALDIU010000007.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026976375.1,2020-05-12,SRR19427561,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.893939,59,66,3.11.26,COMBINED,2023-08-08.2,12680709,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/010/DALDIU010000007.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/075/335/HDA0753355.1.faa.gz,pbp4
Staphylococcus aureus,HDA0748853.1,SAMN28614617,PDT001536012.1,DALDIS010000011.1,10114,11409,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026976275.1,2019-11-13,SRR19427563,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.926316,88,95,3.11.26,COMBINED,2023-08-08.2,12680729,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/012/DALDIS010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/074/885/HDA0748853.1.faa.gz,pbp4
Staphylococcus aureus,HDA0745530.1,SAMN28615111,PDT001536013.1,DALDIR010000005.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026976235.1,2020-05-12,SRR19427564,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.944882,120,127,3.11.26,COMBINED,2023-08-08.2,12680739,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/013/DALDIR010000005.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/074/553/HDA0745530.1.faa.gz,pbp4
Staphylococcus aureus,HDA0742074.1,SAMN28615109,PDT001536015.1,DALDIQ010000002.1,84459,85754,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Conjunctiva,clinical,Homo sapiens,GCA_026976195.1,2020-05-10,SRR19427566,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.9625,77,80,3.11.26,COMBINED,2023-08-08.2,12680759,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/015/DALDIQ010000002.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/074/207/HDA0742074.1.faa.gz,pbp4
Staphylococcus aureus,HDA0563120.1,SAMN28614974,PDT001536080.1,DALDGC010000005.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026974875.1,2020-02-18,SRR19427631,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.961039,74,77,3.11.26,COMBINED,2023-08-08.2,12681409,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/080/DALDGC010000005.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/056/312/HDA0563120.1.faa.gz,pbp4
Staphylococcus aureus,HDA1065219.1,SAMN28614644,PDT001536099.1,DALDNB010000012.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026978575.1,2019-11-22,SRR19427650,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.882353,75,85,3.11.26,COMBINED,2023-08-08.2,12681599,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/099/DALDNB010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/106/521/HDA1065219.1.faa.gz,pbp4
Staphylococcus aureus,HDA1043936.1,SAMN28614927,PDT001536104.1,DALDMW010000012.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026978475.1,2020-02-06,SRR19427655,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.917647,78,85,3.11.26,COMBINED,2023-08-08.2,12681649,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/104/DALDMW010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/104/393/HDA1043936.1.faa.gz,pbp4
Staphylococcus aureus,HDA1024855.1,SAMN28614924,PDT001536107.1,DALDMT010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026978435.1,2020-02-06,SRR19427658,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.94,94,100,3.11.26,COMBINED,2023-08-08.2,12681679,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/107/DALDMT010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/102/485/HDA1024855.1.faa.gz,pbp4
Staphylococcus aureus,HDA1002825.1,SAMN28615427,PDT001536119.1,DALDMG010000008.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Skin and toft tissue infection,clinical,Homo sapiens,GCA_026978175.1,2020-11-02,SRR19427670,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.95122,78,82,3.11.26,COMBINED,2023-08-08.2,12681799,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/119/DALDMG010000008.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/100/282/HDA1002825.1.faa.gz,pbp4
Staphylococcus aureus,HDA0455661.1,SAMN28615281,PDT001536170.1,DALDEN010000017.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026974105.1,2020-08-10,SRR19427721,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.951807,79,83,3.11.26,COMBINED,2023-08-08.2,12682309,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/170/DALDEN010000017.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/045/566/HDA0455661.1.faa.gz,pbp4
Staphylococcus aureus,HDA0409843.1,SAMN28615267,PDT001536185.1,DALDDZ010000001.1,691594,692889,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026973755.1,2020-08-05,SRR19427736,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.857143,48,56,3.11.26,COMBINED,2023-08-08.2,12682459,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/185/DALDDZ010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/040/984/HDA0409843.1.faa.gz,pbp4
Staphylococcus aureus,HDA0399579.1,SAMN28615263,PDT001536189.1,DALDDV010000025.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026973695.1,2020-08-02,SRR19427740,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.814433,79,97,3.11.26,COMBINED,2023-08-08.2,12682499,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/189/DALDDV010000025.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/039/957/HDA0399579.1.faa.gz,pbp4
Staphylococcus aureus,HDA0391447.1,SAMN28615258,PDT001536195.1,DALDDQ010000053.1,2270,3565,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Nasal cavity,clinical,Homo sapiens,GCA_026973555.1,2020-08-02,SRR19427746,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.806452,50,62,3.11.26,COMBINED,2023-08-08.2,12682559,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/195/DALDDQ010000053.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/039/144/HDA0391447.1.faa.gz,pbp4
Staphylococcus aureus,HDA0364828.1,SAMN28615248,PDT001536206.1,DALDDD010000059.1,10321,11616,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Skin and toft tissue infection,clinical,Homo sapiens,GCA_026973295.1,2020-07-22,SRR19427757,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.707071,70,99,3.11.26,COMBINED,2023-08-08.2,12682669,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/206/DALDDD010000059.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/036/482/HDA0364828.1.faa.gz,pbp4
Staphylococcus aureus,HDA0337928.1,SAMN28615239,PDT001536216.1,DALDCV010000017.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026973115.1,2020-07-18,SRR19427767,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.821429,69,84,3.11.26,COMBINED,2023-08-08.2,12682769,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/216/DALDCV010000017.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/033/792/HDA0337928.1.faa.gz,pbp4
Staphylococcus aureus,HDA0324371.1,SAMN28615236,PDT001536219.1,DALDCS010000022.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Skin and toft tissue infection,clinical,Homo sapiens,GCA_026973075.1,2020-07-17,SRR19427770,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.895349,77,86,3.11.26,COMBINED,2023-08-08.2,12682799,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/219/DALDCS010000022.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/032/437/HDA0324371.1.faa.gz,pbp4
Staphylococcus aureus,HDA0313349.1,SAMN28615235,PDT001536220.1,DALDCQ010000022.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Skin and toft tissue infection,clinical,Homo sapiens,GCA_026972995.1,2020-07-20,SRR19427771,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.857143,78,91,3.11.26,COMBINED,2023-08-08.2,12682809,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/220/DALDCQ010000022.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/031/334/HDA0313349.1.faa.gz,pbp4
Staphylococcus aureus,HDA0309012.1,SAMN28614674,PDT001536224.1,DALDCL010000007.1,28703,29998,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026972955.1,2019-11-27,SRR19427775,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.808824,55,68,3.11.26,COMBINED,2023-08-08.2,12682849,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/224/DALDCL010000007.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/030/901/HDA0309012.1.faa.gz,pbp4
Staphylococcus aureus,HDA0298723.1,SAMN28615228,PDT001536228.1,DALDCI010000026.1,3780,5075,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Nasal cavity,clinical,Homo sapiens,GCA_026972875.1,2020-07-15,SRR19427779,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.783784,29,37,3.11.26,COMBINED,2023-08-08.2,12682889,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/228/DALDCI010000026.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/029/872/HDA0298723.1.faa.gz,pbp4
Staphylococcus aureus,HDA0193365.1,SAMN28615202,PDT001536257.1,DALDBE010000010.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Skin and toft tissue infection,clinical,Homo sapiens,GCA_026972255.1,2020-07-01,SRR19427808,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.918367,90,98,3.11.26,COMBINED,2023-08-08.2,12683179,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/257/DALDBE010000010.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/019/336/HDA0193365.1.faa.gz,pbp4
Staphylococcus aureus,HDA0207315.1,SAMN28614671,PDT001536258.1,DALDBF010000015.1,34278,35573,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026972295.1,2019-11-28,SRR19427809,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.910112,81,89,3.11.26,COMBINED,2023-08-08.2,12683189,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/258/DALDBF010000015.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/020/731/HDA0207315.1.faa.gz,pbp4
Staphylococcus aureus,HDA0149962.1,SAMN28615153,PDT001536283.1,DALDAH010000012.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026971795.1,2020-06-02,SRR19427834,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.904762,76,84,3.11.26,COMBINED,2023-08-08.2,12683439,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/283/DALDAH010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/014/996/HDA0149962.1.faa.gz,pbp4
Staphylococcus aureus,HDA0125805.1,SAMN28615145,PDT001536292.1,DALCZW010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,sputum,clinical,Homo sapiens,GCA_026971595.1,2020-05-29,SRR19427843,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.967033,88,91,3.11.26,COMBINED,2023-08-08.2,12683529,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/292/DALCZW010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/012/580/HDA0125805.1.faa.gz,pbp4
Staphylococcus aureus,HDA0068886.1,SAMN28614656,PDT001536312.1,DALCZC010000015.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026971135.1,2019-11-21,SRR19427863,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.94,94,100,3.11.26,COMBINED,2023-08-08.2,12683729,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/312/DALCZC010000015.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/006/888/HDA0068886.1.faa.gz,pbp4
Staphylococcus aureus,HDA0010314.1,SAMN28615004,PDT001536337.1,DALCYD010000001.1,691641,692936,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Nasal cavity,clinical,Homo sapiens,GCA_026970635.1,2020-03-03,SRR19427888,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.835294,71,85,3.11.26,COMBINED,2023-08-08.2,12683979,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/337/DALCYD010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/001/031/HDA0010314.1.faa.gz,pbp4
Staphylococcus aureus,HCZ9965145.1,SAMN28614889,PDT001536353.1,DALCXO010000010.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Pharynx,clinical,Homo sapiens,GCA_026970335.1,2020-01-28,SRR19427904,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.913043,84,92,3.11.26,COMBINED,2023-08-08.2,12684139,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/353/DALCXO010000010.1.fna.gz,gs://ncbi-pathogen-proteins/HCZ/996/514/HCZ9965145.1.faa.gz,pbp4
Staphylococcus aureus,HCZ9937339.1,SAMN28614881,PDT001536362.1,DALCXE010000009.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,,,431,431,431,,,Denmark:Copenhagen,Conjunctiva,clinical,Homo sapiens,GCA_026970135.1,2020-01-23,SRR19427913,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.90411,66,73,3.11.26,COMBINED,2023-08-08.2,12684229,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1536/362/DALCXE010000009.1.fna.gz,gs://ncbi-pathogen-proteins/HCZ/993/733/HCZ9937339.1.faa.gz,pbp4
Staphylococcus aureus,HDA9440611.1,SAMN31807538,PDT001538030.1,DALHWV010000006.1,84459,85754,+,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M093801,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027127935.1,2022-08-17,SRR22352291,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,1.03784,384,370,3.11.26,COMBINED,2023-08-08.2,12695229,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1538/030/DALHWV010000006.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/944/061/HDA9440611.1.faa.gz,pbp4
Staphylococcus aureus,HDA9472027.1,SAMN31807529,PDT001538040.1,DALHWU010000001.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,RIVM_M092230,,431,431,431,,,Netherlands,not collected,clinical,Homo sapiens,GCA_027127895.1,2022-05-09,SRR22352301,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.932489,442,474,3.11.26,COMBINED,2023-08-08.2,12695329,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1538/040/DALHWU010000001.1.fna.gz,gs://ncbi-pathogen-proteins/HDA/947/202/HDA9472027.1.faa.gz,pbp4
Staphylococcus aureus,HDB7432885.1,SAMEA2385411,PDT001540433.1,DALNNO010000011.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,H131120215,,431,431,431,,,,,,,GCA_027202825.1,,ERR540712,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.992908,140,141,3.11.26,COMBINED,2023-08-08.2,12707459,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1540/433/DALNNO010000011.1.fna.gz,gs://ncbi-pathogen-proteins/HDB/743/288/HDB7432885.1.faa.gz,pbp4
Staphylococcus aureus,HDB7286209.1,SAMEA2385474,PDT001540496.1,DALNLL010000012.1,10208,11503,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,H132340292,,431,431,431,,,,,,,GCA_027201585.1,,ERR540775,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.978571,137,140,3.11.26,COMBINED,2023-08-08.2,12708089,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1540/496/DALNLL010000012.1.fna.gz,gs://ncbi-pathogen-proteins/HDB/728/620/HDB7286209.1.faa.gz,pbp4
Staphylococcus aureus,HDB6085917.1,SAMEA2385315,PDT001540524.1,DALMVC010000010.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,H130820354,,431,431,431,,,,,,,GCA_027192525.1,,ERR540804,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.97973,145,148,3.11.26,COMBINED,2023-08-08.2,12708369,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1540/524/DALMVC010000010.1.fna.gz,gs://ncbi-pathogen-proteins/HDB/608/591/HDB6085917.1.faa.gz,pbp4
Staphylococcus aureus,HDB6026741.1,SAMEA2385325,PDT001540534.1,DALMUA010000006.1,10141,11436,-,pbp4_R200L,Staphylococcus aureus cephalosporin resistant Pbp4,AMR,core,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTP,100.0,98.84,Staphylococcus aureus,H130940053,,431,431,431,,,,,,,GCA_027192065.1,,ERR540814,WP_123090655.1,D-alanyl-D-alanine carboxypeptidase,0.993711,158,159,3.11.26,COMBINED,2023-08-08.2,12708469,gs://ncbi-pathogen-assemblies/Staphylococcus_aureus/1540/534/DALMUA010000006.1.fna.gz,gs://ncbi-pathogen-proteins/HDB/602/674/HDB6026741.1.faa.gz,pbp4
